"address","authors","authorsori","booktitle","date","editor","institution","journal","month","note","pages","publisher","tech","title","type","volume","year"
"?","harish ragavan and larry rendell","harish ragavan and larry rendell","in ml 93","?","editor paul e utgoff","?","?","?","?","pages 252 259","?","?","lookahead feature construction for learning hard concepts","?","?","?"
"?","harish ragavan and larry rendell","harish ragavan and larry rendell","in ml 93","?","editor paul e utgoff","?","?","?","?","pages 252 259","?","?","lookahead feature construction for learning hard concepts","?","?","?"
"?","harish ragavan and larry rendell","harish ragavan and larry rendell","in ml 93","?","editor paul e utgoff","?","?","?","?","pages 252 259","?","?","lookahead feature construction for learning hard concepts","?","?","?"
"?","harish ragavan and larry rendell","harish ragavan and larry rendell","in ml 93","?","editor paul e utgoff","?","?","?","?","pages 252 259","?","?","lookahead feature construction for learning hard concepts","?","?","?"
"?","harish ragavan and larry rendell","harish ragavan and larry rendell","in ml 93","?","editor paul e utgoff","?","?","?","?","pages 252 259","?","?","lookahead feature construction for learning hard concepts","?","?","?"
"?","harish ragavan and larry rendell","harish ragavan and larry rendell","in ml 93","?","editor paul e utgoff","?","?","?","?","pages 252 259","?","?","lookahead feature construction for learning hard concepts","?","?","?"
"?","harish ragavan and larry rendell","harish ragavan and larry rendell","in ml 93","?","editor paul e utgoff","?","?","?","?","pages 252 259","?","?","lookahead feature construction for learning hard concepts","?","?","?"
"?","ron rymon","ron rymon","in ml 93","?","editor paul e utgoff","?","?","?","?","pages 268 275","?","?","an se tree based characterization of the induction problem","?","?","?"
"?","ron rymon","ron rymon","in ml 93","?","editor paul e utgoff","?","?","?","?","pages 268 275","?","?","an se tree based characterization of the induction problem","?","?","?"
"?","ron rymon","ron rymon","in ml 93","?","editor paul e utgoff","?","?","?","?","pages 268 275","?","?","an se tree based characterization of the induction problem","?","?","?"
"?","ron rymon","ron rymon","in ml 93","?","editor paul e utgoff","?","?","?","?","pages 268 275","?","?","an se tree based characterization of the induction problem","?","?","?"
"?","ron rymon","ron rymon","in ml 93","?","editor paul e utgoff","?","?","?","?","pages 268 275","?","?","an se tree based characterization of the induction problem","?","?","?"
"?","ron rymon","ron rymon","in ml 93","?","editor paul e utgoff","?","?","?","?","pages 268 275","?","?","an se tree based characterization of the induction problem","?","?","?"
"?","ron rymon","ron rymon","in ml 93","?","editor paul e utgoff","?","?","?","?","pages 268 275","?","?","an se tree based characterization of the induction problem","?","?","?"
"?","ron rymon","ron rymon","in ml 93","?","editor paul e utgoff","?","?","?","?","pages 268 275","?","?","an se tree based characterization of the induction problem","?","?","?"
"?","ron rymon","ron rymon","in ml 93","?","editor paul e utgoff","?","?","?","?","pages 268 275","?","?","an se tree based characterization of the induction problem","?","?","?"
"?","david r safford douglas l schales and david k hess","david r safford douglas l schales and david k hess","in proceedings of the fourth usenix security symposium usenix association","?","?","?","?","?","?","?","?","?","the tamu security package an outgoing response to internet intruders in an academic environment","?","?","1993"
"?","schmill m d rosenstein m t cohen p r and utgoff p","schmill m d rosenstein m t cohen p r and utgoff p","?","?","?","?","?","?","to appear in proceedings of the second international conference on autonomous agents","?","?","?","learning what is relevant to the effects of actions for a mobile robot","?","?","1998"
"?","schwartz a","schwartz a","proceedings of the tenth international conference on machine learning","?","in p utgoff ed","?","?","?","?","?","morgan kaufmann","?","a reinforcement learning method for maximizing undiscounted rewards","?","?","1993"
"san francisco ca","schwartz a","schwartz a","proceedings of the tenth international conference on machine learning","?","in utgoff p ed","?","?","?","?","pp 298 305","morgan kaufmann","?","a reinforcement learning method for maximizing undiscounted rewards","?","?","1993"
"?","stone c j","stone c j","?","?","?","?","the annals of statistics","?","?","595 645","?","?","consistent nonparametric regression","?","5","1977"
"?","torgo l","torgo l","?","?","?","?","?","?","?","?","?","?","incremental rule learning using entropy based search","?","?","1990"
"czech republic","torgo l","torgo l","in proceedings of the 2nd international workshop on artificial intelligence techniques ait95","?","zizka j and brazdil p eds","?","?","?","?","?","?","?","data fitting with rule based regression","?","?","1995"
"los altos ca","utgoff p e mitchell t m","utgoff p e mitchell t m","in proceedings of aaai 82","?","?","?","?","?","?","414 417","morgan kaufmann","?","acquisition of appropriate bias for inductive concept learning","?","?","1982"
"pittsburgh pa","utgoff p e mitchell t m","utgoff p e mitchell t m","proceedings of the second national conference on artificial intelligence","?","?","?","?","?","?","pp 414 417","morgan kaufmann","?","acquisition of appropriate bias for inductive concept learning","?","?","1982"
"pittsburgh pa","p e utgoff and t m mitchell","p e utgoff and t m mitchell","in proc of aaai 82","?","?","?","?","?","?","?","?","?","acquisition of appropriate bias for inductive concept learning","?","?","1982"
"?","paul utgoff and tom m mitchell","paul utgoff and tom m mitchell","in aaai 82","?","?","?","?","?","?","pages 414 417","?","?","acquisition of appropriate bias for inductive concept learning","?","?","1982"
"?","utgoff p e mitchell tom m and banerji r b","utgoff p e mitchell tom m and banerji r b","in machine learning","?","?","?","?","?","?","?","tioga","?","learning by experimentation acquiring and refining problem solving heuristics","?","?","1982"
"los angeles ca","p e utgoff","p e utgoff","in ijcai 83","?","?","?","?","?","?","pages 447 449","kaufmann","?","adjusting bias in concept learning","?","?","1983"
"rutgers university new brunswick nj","utgoff p e","utgoff p e","?","?","?","department of computer science","?","?","?","?","?","?","shift of bias for inductive concept learning","doctoral dissertation","?","1984"
"?","paul utgoff","paul utgoff","?","?","?","rutgers university","?","?","?","?","?","?","shift of bias for inductive concept learning","technical report cbm tr 145","?","1984"
"?","p e utgoff","p e utgoff","?","?","?","rutgers laboratory for computer science research","?","oct","?","?","?","?","shift of bias for inductive concept learning","phd thesis","?","1984"
"?","p e utgoff","p e utgoff","?","?","?","rutgers laboratory for computer science research","?","oct","?","?","?","?","shift of bias for inductive concept learning","phd thesis","?","1984"
"?","p utgoff","p utgoff","?","?","?","rutgers laboratory for computer science research","?","octo ber","?","?","?","?","shift of bias for inductive concept learning","phd thesis","?","1984"
"?","p utgoff","p utgoff","?","?","?","rutgers laboratory for computer science research","?","octo ber","?","?","?","?","shift of bias for inductive concept learning","phd thesis","?","1984"
"boston ma","utgoff p e","utgoff p e","?","?","?","?","?","?","?","?","kluwer academic","?","machine learning of inductive bias","?","12","1986"
"?","utgoff p e","utgoff p e","machine learning of inductive bias hingham","?","?","?","?","?","?","?","ma kluwer","?","?","?","?","1986"
"?","utgoff p e","utgoff p e","machine learning of inductive bias hingham","?","?","?","?","?","?","?","ma kluwer","?","?","?","?","1986"
"?","p utgoff","p utgoff","machine learning of inductive bias","?","?","?","?","?","?","?","kluwer academic","?","?","?","?","1986"
"?","p utgoff","p utgoff","machine learning of inductive bias","?","?","?","?","?","?","?","kluwer academic","?","?","?","?","1986"
"?","paul e utgoff","paul e utgoff","machine learning of inductive bias","?","?","?","?","?","?","?","kluwer academic publishers","?","?","?","?","1986"
"?","paul e utgoff","paul e utgoff","machine learning of inductive bias","?","?","?","?","?","?","?","kluwer academic publishers","?","?","?","?","1986"
"boston ma","p e utgoff","p e utgoff","machine learning of inductive bias","?","?","?","?","?","?","?","kluwer academic publishers","?","?","?","?","1986"
"boston ma","p e utgoff","p e utgoff","machine learning of inductive bias","?","?","?","?","?","?","?","kluwer academic publishers","?","?","?","?","1986"
"?","p e utgoff","p e utgoff","machine learning of inductive bias","?","?","?","?","?","?","?","kluwer academic publishers","?","?","?","?","1986"
"?","p e utgoff","p e utgoff","machine learning of inductive bias","?","?","?","?","?","?","?","kluwer academic publishers","?","?","?","?","1986"
"?","p e utgoff","p e utgoff","machine learning of inductive bias","?","?","?","?","?","?","?","kluwer academic publishers","?","?","?","?","1986"
"?","utgoff p","utgoff p","machine learning of inductive bias","?","?","?","?","?","kluwer international series in engineering and computer science","28","kluwer academic","?","?","?","vol 15","1986"
